"participant","prompt","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","slider_response"
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p07-ii","p07","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.423
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p06-cc","p06","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.279
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>back pick</p>","backpick-p05-ii","p05","backpick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.543
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p08-cc","p08","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.151
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p06-cc","p06","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.27
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p07-cc","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.228
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p04-ic","p04","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.55
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p01-ii","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.995
"exp95","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p04-ic","p04","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,0.316
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p01-ci","p01","kickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.085
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p05-ii","p05","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.031
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p07-ii","p07","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.068
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p04-ii","p04","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.097
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p01-ii","p01","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.065
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p08-cc","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p01-ic","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p07-ci","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p06-cc","p06","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-ii","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.194
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p07-ci","p07","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,0.987
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p06-cc","p06","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.91
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p07-ci","p07","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.139
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-ci","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.86
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p07-ic","p07","bigpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,1,0.929
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p05-ci","p05","kickback","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.884
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p01-cc","p01","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-cc","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p07-ii","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.097
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p04-ci","p04","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.151
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p01-ii","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.957
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pick pack</p>","pickpack-p04-cc","p04","pickpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.961
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p01-ci","p01","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,1
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p04-ci","p04","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.948
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p05-cc","p05","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.955
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p01-ci","p01","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.919
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-cc","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.943
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p06-ci","p06","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.953
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-cc","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.952
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p01-cc","p01","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.956
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p08-ic","p08","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,1,0.144
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p06-ii","p06","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.213
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-ii","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.304
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p06-ic","p06","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.905
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p08-cc","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.915
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p04-cc","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.962
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.224
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p08-ci","p08","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.929
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p04-ic","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.29
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p07-cc","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.827
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-ci","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.108
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p07-cc","p07","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.874
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p06-ii","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.208
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pick pack</p>","pickpack-p08-ii","p08","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.908
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-ci","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.357
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p04-ii","p04","pigdig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.791
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p08-ic","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,1,0.978
"exp96","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p04-cc","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.936
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p05-cc","p05","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.154
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p06-ii","p06","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.251
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p01-ii","p01","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.676
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p05-ci","p05","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.886
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p08-ci","p08","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.813
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-cc","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.274
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p05-ii","p05","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.749
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back pick</p>","backpick-p01-ii","p01","backpick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.87
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p01-ci","p01","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.866
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p07-ci","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.873
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p04-ii","p04","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.132
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ii","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.863
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-cc","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.2
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p07-ii","p07","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,0.866
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p06-cc","p06","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,0.16
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p04-ci","p04","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,0.8
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p01-ci","p01","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.823
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p04-ic","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.818
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p08-ii","p08","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,0.765
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p07-ci","p07","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.903
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p05-ii","p05","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,0.898
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p08-cc","p08","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,0.146
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p06-ci","p06","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,0.881
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-ci","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.786
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p04-ci","p04","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,0.718
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p07-cc","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,0.868
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-cc","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.802
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p04-cc","p04","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.96
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p07-ci","p07","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,0.896
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p05-ci","p05","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,0.111
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p01-ic","p01","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.984
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p07-cc","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,0.929
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p04-ii","p04","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,2,0.091
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p08-ci","p08","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,0.8
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-cc","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,0.89
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-ii","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,0.94
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p05-cc","p05","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.934
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p04-ic","p04","pickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,2,0.955
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-ci","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.915
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p06-ci","p06","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.942
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p07-ic","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,2,1
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p01-ci","p01","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,1
"exp96","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p06-ic","p06","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,2,0.975
